№,Регион,Город,Улица,Дом,lat,lon,qc_geo,full_address
1715,Алтайский край,Барнаул,Павловский тракт,136,53.344597,83.678922,0,"656057, Алтайский край, г Барнаул, Павловский тракт, д 136"
1716,Алтайский край,Барнаул,Павловский тракт,138,53.34479,83.677682,0,"656057, Алтайский край, г Барнаул, Павловский тракт, д 138"
1717,Алтайский край,Барнаул,Павловский тракт,162г,53.347919,83.657425,0,"656065, Алтайский край, г Барнаул, Павловский тракт, д 162г"
1718,Алтайский край,Барнаул,Павловский тракт,162б,53.347903,83.658962,0,"656065, Алтайский край, г Барнаул, Павловский тракт, д 162б"
1719,Алтайский край,Барнаул,Павловский тракт,162,53.347758,83.660596,0,"656065, Алтайский край, г Барнаул, Павловский тракт, д 162"
1720,Алтайский край,Барнаул,Павловский тракт,168,53.348129,83.654659,0,"656070, Алтайский край, г Барнаул, Павловский тракт, д 168"
1721,Алтайский край,Барнаул,Павловский тракт,172,53.348387,83.652449,0,"656070, Алтайский край, г Барнаул, Павловский тракт, д 172"
1722,Алтайский край,Барнаул,Павловский тракт,196,53.35137,83.586691,2,"Алтайский край, г Барнаул, Павловский тракт, д 196"
1723,Алтайский край,Барнаул,Павловский тракт,196,53.35137,83.586691,2,"Алтайский край, г Барнаул, Павловский тракт, д 196"
1724,Алтайский край,Барнаул,Павловский тракт,196,53.35137,83.586691,2,"Алтайский край, г Барнаул, Павловский тракт, д 196"
1725,Алтайский край,Барнаул,Павловский тракт,196,53.35137,83.586691,2,"Алтайский край, г Барнаул, Павловский тракт, д 196"
1726,Алтайский край,Барнаул,Павловский тракт,203,53.340484,83.710516,0,"656064, Алтайский край, г Барнаул, Павловский тракт, д 203"
1727,Алтайский край,Барнаул,Павловский тракт,205а,53.339817,83.710767,0,"656064, Алтайский край, г Барнаул, Павловский тракт, д 205а"
1728,Алтайский край,Барнаул,Павловский тракт,209,53.3395,83.709707,0,"656064, Алтайский край, г Барнаул, Павловский тракт, д 209"
1729,Алтайский край,Барнаул,Павловский тракт,213,53.340038,83.709258,0,"656064, Алтайский край, г Барнаул, Павловский тракт, д 213"
1730,Алтайский край,Барнаул,Павловский тракт,215,53.339178,83.708261,0,"656064, Алтайский край, г Барнаул, Павловский тракт, д 215"
1731,Алтайский край,Барнаул,Павловский тракт,216Г,53.355035,83.564567,0,"656048, Алтайский край, г Барнаул, Павловский тракт, д 216Г"
1732,Алтайский край,Барнаул,Павловский тракт,216А,53.35377,83.565942,0,"656048, Алтайский край, г Барнаул, Павловский тракт, д 216А"
1733,Алтайский край,Барнаул,Павловский тракт,216В,53.354427,83.566159,0,"656048, Алтайский край, г Барнаул, Павловский тракт, д 216В"
1734,Алтайский край,Барнаул,Павловский тракт,216Б,53.354143,83.566094,0,"656048, Алтайский край, г Барнаул, Павловский тракт, д 216Б"
1735,Алтайский край,Барнаул,Павловский тракт,221,53.340635,83.70739,0,"656064, Алтайский край, г Барнаул, Павловский тракт, д 221"
